Job ;204619;Arklow Bank
CPT name;WTG_CPT039
Start Date & Time ;2023-07-08 08:21:15
End   Date & Time ;2023-07-08 09:26:19
Wather Depth ;27.24
Clients ref. :;SSE
Position:;299083.93;5847915.46;
Dist. Tip to Sleeve center;0.08
;Length;Depth;qc;fs;fs(d. cor.);u;Incl.;Time;Speed;
Scan;m;m;MPa;Mpa;MPa;MPa;deg.;sec.;mm/sec.;
727;5.2363;5.2359;14.263;0.0862;0.0773;0.0589;1.0799; 3.11452999734320E+0002;19.4;
728;5.2429;5.2425;14.242;0.0860;0.0758;0.0586;1.0799; 3.11687000049278E+0002;19.7;
729;5.2516;5.2512;14.230;0.0865;0.0739;0.0587;1.0799; 3.12189999734983E+0002;19.4;
730;5.2581;5.2577;14.347;0.0857;0.0725;0.0589;1.0799; 3.12455000309274E+0002;19.9;
731;5.2668;5.2664;14.417;0.0848;0.0713;0.0590;1.0799; 3.12956999824382E+0002;19.7;
732;5.2755;5.2751;14.622;0.0841;0.0704;0.0585;1.0799; 3.13442000211217E+0002;19.4;
733;5.2821;5.2817;14.752;0.0830;0.0702;0.0589;1.0799; 3.13681000121869E+0002;20.0;
734;5.2908;5.2904;14.917;0.0819;0.0708;0.0589;1.0799; 3.14182000095025E+0002;19.7;
735;5.3017;5.3013;15.162;0.0800;0.0721;0.0590;1.0799; 3.14691999717616E+0002;19.6;
736;5.3104;5.3100;15.646;0.0787;0.0734;0.0591;1.0799; 3.15178000275046E+0002;19.4;
737;5.3213;5.3209;15.864;0.0761;0.0761;0.0598;1.0799; 3.15693000121973E+0002;19.6;
738;5.3278;5.3274;15.938;0.0747;0.0782;0.0596;1.0799; 3.16179000050761E+0002;19.4;
739;5.3387;5.3383;15.998;0.0724;0.0809;0.0599;1.0799; 3.16696000238881E+0002;19.4;
740;5.3474;5.3470;15.990;0.0712;0.0814;0.0600;1.0799; 3.17179999826476E+0002;19.4;
741;5.3583;5.3579;16.001;0.0701;0.0849;0.0602;1.0799; 3.17695999844000E+0002;19.7;
742;5.3670;5.3666;16.008;0.0704;0.0872;0.0604;1.0799; 3.18195000104606E+0002;19.3;
743;5.3779;5.3775;15.980;0.0716;0.0895;0.0603;1.0799; 3.18694999907166E+0002;19.7;
744;5.3866;5.3862;15.913;0.0728;0.0906;0.0600;1.0799; 3.19194999709725E+0002;19.4;
745;5.3932;5.3928;15.794;0.0739;0.0919;0.0602;1.0799; 3.19430000195280E+0002;19.5;
746;5.4019;5.4015;15.670;0.0763;0.0932;0.0599;1.0799; 3.19929999997839E+0002;19.3;
747;5.4128;5.4124;15.319;0.0798;0.0910;0.0597;1.0799; 3.20429000258446E+0002;19.7;
748;5.4215;5.4211;14.892;0.0814;0.0882;0.0606;1.0799; 3.20929000061005E+0002;19.5;
749;5.4280;5.4276;14.892;0.0814;0.0871;0.0606;1.0799; 3.21181000303477E+0002;19.5;
750;5.4368;5.4363;14.515;0.0845;0.0861;0.0602;1.0799; 3.21683999989182E+0002;19.7;
751;5.4455;5.4450;14.218;0.0869;0.0839;0.0606;1.0799; 3.22186000132933E+0002;19.5;
752;5.4520;5.4516;14.107;0.0881;0.0832;0.0606;1.0799; 3.22452999791130E+0002;19.4;
753;5.4585;5.4581;14.013;0.0896;0.0823;0.0604;1.0799; 3.22687000106089E+0002;19.7;
754;5.4673;5.4668;13.846;0.0906;0.0811;0.0609;1.0799; 3.23190999962389E+0002;19.5;
755;5.4760;5.4755;13.704;0.0924;0.0806;0.0609;1.0799; 3.23712999746203E+0002;19.4;
756;5.4825;5.4821;13.645;0.0933;0.0803;0.0612;1.0799; 3.23933999729343E+0002;19.7;
757;5.4912;5.4908;13.747;0.0915;0.0798;0.0613;1.0799; 3.24434000160545E+0002;19.4;
758;5.4999;5.4995;13.640;0.0884;0.0798;0.0609;1.0799; 3.24949000007473E+0002;19.4;
759;5.5065;5.5060;13.589;0.0873;0.0801;0.0617;1.0799; 3.25183999864385E+0002;19.5;
760;5.5174;5.5169;13.508;0.0861;0.0804;0.0614;1.0799; 3.25684000295587E+0002;19.7;
761;5.5261;5.5256;13.333;0.0837;0.0803;0.0617;1.0799; 3.26185000268742E+0002;19.5;
762;5.5326;5.5322;13.250;0.0831;0.0788;0.0616;1.0799; 3.26451999926940E+0002;19.9;
763;5.5435;5.5431;13.101;0.0815;0.0758;0.0620;1.2109; 3.27205000142567E+0002;19.5;
764;5.5500;5.5496;13.045;0.0808;0.0740;0.0620;1.2109; 3.27453999873251E+0002;19.7;
765;5.5609;5.5605;12.954;0.0805;0.0710;0.0622;1.2109; 3.27939000260085E+0002;19.8;
766;5.5697;5.5692;12.983;0.0798;0.0689;0.0623;1.2109; 3.28441999945790E+0002;19.8;
767;5.5805;5.5801;13.087;0.0798;0.0690;0.0621;1.2109; 3.28960999846458E+0002;19.7;
768;5.5914;5.5910;13.355;0.0803;0.0692;0.0622;1.1847; 3.29464000160806E+0002;19.9;
769;5.5980;5.5975;13.561;0.0804;0.0693;0.0624;1.1847; 3.29963999963365E+0002;19.4;
770;5.6045;5.6040;13.786;0.0806;0.0704;0.0624;1.1847; 3.30202000332065E+0002;19.7;
771;5.6132;5.6128;14.282;0.0787;0.0723;0.0621;1.1847; 3.30717999720946E+0002;19.5;
772;5.6241;5.6236;14.586;0.0757;0.0728;0.0627;1.2109; 3.31204999820329E+0002;19.7;
773;5.6328;5.6324;14.640;0.0732;0.0742;0.0630;1.2109; 3.31706999964081E+0002;19.5;
774;5.6394;5.6389;14.626;0.0715;0.0756;0.0625;1.2109; 3.31956999865361E+0002;19.7;
775;5.6481;5.6476;14.536;0.0688;0.0771;0.0626;1.2109; 3.32459000009112E+0002;19.7;
776;5.6568;5.6563;14.425;0.0695;0.0781;0.0637;1.2109; 3.32943999767303E+0002;19.5;
777;5.6633;5.6629;14.411;0.0687;0.0792;0.0635;1.2109; 3.33194000297226E+0002;19.5;
778;5.6720;5.6716;14.344;0.0692;0.0805;0.0639;1.2109; 3.33694000099786E+0002;19.5;
779;5.6808;5.6803;14.195;0.0693;0.0805;0.0636;1.2109; 3.34193999902345E+0002;19.5;
780;5.6917;5.6912;13.999;0.0723;0.0800;0.0630;1.2109; 3.34693000162952E+0002;19.4;
781;5.6982;5.6977;14.015;0.0724;0.0798;0.0636;1.2109; 3.34944999776781E+0002;19.7;
782;5.7069;5.7064;14.107;0.0730;0.0795;0.0631;1.2109; 3.35446999920532E+0002;19.7;
783;5.7156;5.7151;14.169;0.0748;0.0789;0.0629;1.2109; 3.35961999767460E+0002;19.4;
784;5.7265;5.7260;14.275;0.0770;0.0759;0.0630;1.2109; 3.36450000037439E+0002;19.4;
785;5.7352;5.7347;14.314;0.0779;0.0758;0.0632;1.2109; 3.36982999811880E+0002;19.4;
786;5.7418;5.7413;14.357;0.0790;0.0760;0.0633;1.2109; 3.37202000082470E+0002;19.5;
787;5.7505;5.7500;14.466;0.0804;0.0770;0.0633;1.2109; 3.37718000099994E+0002;19.7;
788;5.7570;5.7565;14.531;0.0808;0.0774;0.0635;1.2109; 3.37951999786310E+0002;19.7;
789;5.7657;5.7652;14.597;0.0802;0.0780;0.0636;1.2109; 3.38452000217512E+0002;19.5;
790;5.7744;5.7739;14.742;0.0799;0.0788;0.0638;1.2109; 3.38950999849476E+0002;19.5;
791;5.7810;5.7805;14.791;0.0797;0.0789;0.0638;1.2109; 3.39200999750756E+0002;19.6;
792;5.7897;5.7892;14.848;0.0793;0.0786;0.0639;1.2109; 3.39704000065103E+0002;19.4;
793;5.7962;5.7957;14.886;0.0788;0.0789;0.0638;1.2109; 3.39953999966383E+0002;19.8;
794;5.8028;5.8023;14.846;0.0759;0.0797;0.0640;1.2109; 3.40453999768943E+0002;19.3;
795;5.8093;5.8088;14.846;0.0759;0.0805;0.0640;1.2109; 3.40704000298865E+0002;19.6;
796;5.8202;5.8197;14.705;0.0758;0.0808;0.0641;1.2109; 3.41205999813974E+0002;19.6;
797;5.8267;5.8262;14.587;0.0767;0.0816;0.0638;1.2109; 3.41706000245176E+0002;19.4;
798;5.8376;5.8371;14.537;0.0774;0.0820;0.0642;1.2109; 3.42207999760285E+0002;19.3;
799;5.8442;5.8436;14.506;0.0779;0.0820;0.0644;1.2109; 3.42443999787793E+0002;19.6;
800;5.8529;5.8524;14.467;0.0787;0.0813;0.0640;1.2109; 3.42959000263363E+0002;19.6;
801;5.8594;5.8589;14.441;0.0790;0.0817;0.0649;1.2109; 3.43194000120275E+0002;19.6;
802;5.8659;5.8654;14.378;0.0785;0.0820;0.0648;1.2109; 3.43697999976575E+0002;19.4;
803;5.8725;5.8720;14.348;0.0787;0.0819;0.0654;1.2109; 3.43951999931596E+0002;19.6;
804;5.8790;5.8785;14.306;0.0791;0.0820;0.0654;1.2109; 3.44203000003472E+0002;19.7;
805;5.8877;5.8872;14.203;0.0804;0.0830;0.0645;1.2109; 3.44719000020996E+0002;19.4;
806;5.8943;5.8937;14.100;0.0809;0.0831;0.0645;1.2109; 3.44983999966644E+0002;19.6;
807;5.9030;5.9025;14.045;0.0807;0.0833;0.0645;1.2109; 3.45453000138514E+0002;19.7;
808;5.9117;5.9112;13.745;0.0829;0.0831;0.0649;1.2109; 3.45952999941073E+0002;19.5;
809;5.9182;5.9177;13.651;0.0819;0.0835;0.0662;1.2109; 3.46204000012949E+0002;19.8;
810;5.9269;5.9264;13.596;0.0820;0.0835;0.0652;1.2109; 3.46706000156701E+0002;19.5;
811;5.9335;5.9329;13.697;0.0813;0.0829;0.0655;1.2109; 3.46971000102349E+0002;19.8;
812;5.9400;5.9395;13.646;0.0817;0.0820;0.0655;1.2109; 3.47457000031136E+0002;19.2;
813;5.9466;5.9460;13.646;0.0820;0.0812;0.0655;1.2109; 3.47708000103012E+0002;19.5;
814;5.9575;5.9569;13.609;0.0818;0.0799;0.0662;1.2109; 3.48224000120535E+0002;19.7;
815;5.9662;5.9656;13.634;0.0829;0.0767;0.0666;1.2471; 3.48722999752499E+0002;19.4;
816;5.9749;5.9743;13.648;0.0831;0.0747;0.0667;1.2471; 3.49194999807514E+0002;19.5;
817;5.9814;5.9809;13.662;0.0833;0.0730;0.0666;1.2471; 3.49459999753162E+0002;19.5;
818;5.9880;5.9874;13.697;0.0831;0.0708;0.0667;1.2471; 3.49943999969400E+0002;19.5;
819;5.9945;5.9939;13.722;0.0831;0.0702;0.0669;1.3454; 3.50195000041276E+0002;19.5;
820;6.0010;6.0005;13.789;0.0838;0.0700;0.0669;1.3454; 3.50443999771960E+0002;19.6;
821;6.0097;6.0092;13.903;0.0834;0.0704;0.0661;1.2471; 3.50944000203162E+0002;19.8;
822;6.0163;6.0157;14.269;0.0825;0.0711;0.0660;1.3454; 3.51449000230059E+0002;19.3;
823;6.0250;6.0244;14.507;0.0813;0.0715;0.0660;1.3454; 3.51700999843888E+0002;19.5;
824;6.0359;6.0353;14.627;0.0805;0.0730;0.0667;1.3454; 3.52202999987639E+0002;19.8;
825;6.0446;6.0440;15.254;0.0771;0.0745;0.0665;1.2471; 3.52695999853313E+0002;19.5;
826;6.0511;6.0506;15.215;0.0756;0.0766;0.0665;1.2109; 3.52946999925189E+0002;20.0;
827;6.0598;6.0593;15.497;0.0735;0.0788;0.0660;1.3454; 3.53446999727748E+0002;19.7;
828;6.0686;6.0680;15.839;0.0706;0.0805;0.0662;1.2109; 3.53962999745272E+0002;19.4;
829;6.0773;6.0767;16.109;0.0701;0.0843;0.0671;1.2471; 3.54446999961510E+0002;19.5;
830;6.0860;6.0854;16.173;0.0700;0.0876;0.0679;1.2471; 3.54947999934666E+0002;19.2;
831;6.0925;6.0919;16.266;0.0706;0.0888;0.0678;1.2471; 3.55215000221506E+0002;19.4;
832;6.1012;6.1007;16.286;0.0717;0.0914;0.0679;1.3454; 3.55701000150293E+0002;19.4;
833;6.1078;6.1072;16.330;0.0714;0.0940;0.0687;1.3454; 3.55952000222169E+0002;19.4;
834;6.1165;6.1159;16.313;0.0731;0.0945;0.0686;1.3454; 3.56454999907874E+0002;19.4;
835;6.1230;6.1224;16.255;0.0741;0.0949;0.0689;1.3454; 3.56707000150345E+0002;19.5;
836;6.1317;6.1312;16.064;0.0768;0.0958;0.0691;1.3454; 3.57208000123501E+0002;19.7;
837;6.1383;6.1377;15.963;0.0786;0.0957;0.0691;1.3454; 3.57473000069149E+0002;19.6;
838;6.1470;6.1464;15.874;0.0798;0.0956;0.0688;1.3454; 3.57957999827340E+0002;19.5;
839;6.1557;6.1551;15.717;0.0835;0.0958;0.0683;1.3454; 3.58443999756128E+0002;19.5;
840;6.1622;6.1616;15.695;0.0866;0.0961;0.0683;1.3454; 3.58715000096709E+0002;19.7;
841;6.1688;6.1682;15.613;0.0883;0.0965;0.0678;1.3454; 3.58981999754906E+0002;19.7;
842;6.1775;6.1769;15.743;0.0895;0.0957;0.0681;1.3454; 3.59450999926776E+0002;19.9;
843;6.1862;6.1856;15.780;0.0939;0.0954;0.0681;1.3454; 3.59950000187382E+0002;19.6;
844;6.1949;6.1943;15.993;0.0944;0.0946;0.0681;1.3454; 3.60449999989942E+0002;19.4;
845;6.2036;6.2030;16.152;0.0950;0.0937;0.0682;1.3454; 3.60949999792501E+0002;19.4;
846;6.2102;6.2096;16.203;0.0959;0.0941;0.0681;1.3454; 3.61200999864377E+0002;19.9;
847;6.2211;6.2205;16.288;0.0956;0.0950;0.0682;1.3454; 3.61703000008129E+0002;19.6;
848;6.2320;6.2313;16.555;0.0955;0.0947;0.0689;1.3454; 3.62205000151880E+0002;19.6;
849;6.2429;6.2422;16.962;0.0962;0.0960;0.0692;1.3454; 3.62704999954440E+0002;19.8;
850;6.2494;6.2488;17.176;0.0965;0.0975;0.0694;1.3454; 3.63204999756999E+0002;19.3;
851;6.2581;6.2575;17.536;0.0957;0.0985;0.0695;1.3454; 3.63705000188202E+0002;19.3;
852;6.2646;6.2640;17.651;0.0955;0.0998;0.0697;1.3454; 3.63974000187591E+0002;19.6;
853;6.2712;6.2705;17.790;0.0951;0.1004;0.0688;1.3454; 3.64239000133239E+0002;19.8;
854;6.2777;6.2771;17.873;0.0942;0.1006;0.0681;1.3454; 3.64708000305109E+0002;19.6;
855;6.2842;6.2836;17.980;0.0937;0.1011;0.0671;1.3454; 3.64958000206389E+0002;19.7;
856;6.2951;6.2945;17.811;0.0944;0.1032;0.0677;1.3454; 3.65458000008948E+0002;19.9;
857;6.3039;6.3032;17.763;0.0953;0.1049;0.0699;1.3454; 3.65957999811508E+0002;19.6;
858;6.3104;6.3098;18.029;0.0947;0.1062;0.0702;1.3454; 3.66443000198342E+0002;19.4;
859;6.3191;6.3185;18.277;0.0950;0.1078;0.0695;1.3454; 3.66697000153363E+0002;19.6;
860;6.3278;6.3272;18.455;0.0973;0.1080;0.0700;1.3454; 3.67196999955922E+0002;19.6;
861;6.3365;6.3359;18.537;0.0982;0.1084;0.0697;1.3454; 3.67712999973446E+0002;19.4;
862;6.3431;6.3424;18.624;0.0996;0.1086;0.0695;1.3454; 3.67962000332773E+0002;19.6;
863;6.3518;6.3511;18.721;0.1004;0.1074;0.0697;1.3454; 3.68447000090964E+0002;19.6;
864;6.3627;6.3620;18.889;0.1008;0.1062;0.0701;1.3454; 3.68946999893524E+0002;19.6;
865;6.3714;6.3707;19.026;0.1022;0.1056;0.0702;1.3454; 3.69477999955416E+0002;19.3;
866;6.3779;6.3773;19.059;0.1039;0.1049;0.0702;1.3454; 3.69696000055410E+0002;19.6;
867;6.3866;6.3860;19.079;0.1054;0.1051;0.0703;1.3454; 3.70212000072934E+0002;19.5;
868;6.3954;6.3947;19.076;0.1072;0.1055;0.0704;1.3454; 3.70696000289172E+0002;19.6;
869;6.4019;6.4012;18.906;0.1083;0.1055;0.0702;1.3454; 3.70946000190452E+0002;19.8;
870;6.4106;6.4099;18.722;0.1079;0.1064;0.0701;1.3454; 3.71447999705561E+0002;19.6;
871;6.4193;6.4187;18.795;0.1086;0.1076;0.0701;1.3454; 3.71966000064276E+0002;19.3;
872;6.4259;6.4252;18.782;0.1087;0.1084;0.0707;1.3454; 3.72199999750592E+0002;19.4;
873;6.4368;6.4361;18.960;0.1063;0.1092;0.0701;1.3454; 3.72700999723747E+0002;19.4;
874;6.4455;6.4448;18.843;0.1062;0.1096;0.0702;1.3454; 3.73205000208691E+0002;19.6;
875;6.4520;6.4513;18.622;0.1055;0.1095;0.0706;1.4467; 3.73694000020623E+0002;19.4;
876;6.4585;6.4579;18.470;0.1048;0.1093;0.0708;1.4467; 3.73945000092499E+0002;19.4;
877;6.4694;6.4687;18.328;0.1051;0.1100;0.0716;1.3454; 3.74450000119396E+0002;19.4;
878;6.4760;6.4753;17.991;0.1055;0.1104;0.0718;1.3454; 3.74949999921955E+0002;19.4;
879;6.4825;6.4818;17.796;0.1055;0.1103;0.0716;1.4467; 3.75199000281282E+0002;19.4;
880;6.4934;6.4927;17.586;0.1067;0.1106;0.0719;1.3454; 3.75699000083841E+0002;19.4;
881;6.5021;6.5014;17.114;0.1080;0.1094;0.0713;1.3454; 3.76215000101365E+0002;19.3;
882;6.5108;6.5101;16.633;0.1090;0.1077;0.0719;1.3454; 3.76702000200748E+0002;19.5;
883;6.5174;6.5167;16.413;0.1093;0.1073;0.0719;1.3454; 3.76953000272624E+0002;19.3;
884;6.5283;6.5276;16.160;0.1097;0.1041;0.0712;1.3454; 3.77454999787733E+0002;19.5;
885;6.5370;6.5363;15.705;0.1093;0.1005;0.0711;1.3454; 3.77955000218935E+0002;19.6;
886;6.5457;6.5450;15.420;0.1094;0.0980;0.0707;1.3876; 3.78455000021495E+0002;19.3;
887;6.5522;6.5515;15.176;0.1105;0.0953;0.0707;1.4860; 3.78719999967143E+0002;19.5;
888;6.5631;6.5624;14.945;0.1103;0.0881;0.0712;1.4860; 3.79204000183381E+0002;19.5;
889;6.5718;6.5711;14.764;0.1108;0.0854;0.0709;1.4860; 3.79720000200905E+0002;19.6;
890;6.5805;6.5798;14.688;0.1098;0.0834;0.0713;1.4860; 3.80207999842241E+0002;19.3;
891;6.5893;6.5885;14.466;0.1077;0.0808;0.0710;1.4860; 3.80693000229076E+0002;19.3;
892;6.5958;6.5951;14.466;0.1077;0.0787;0.0714;1.4467; 3.80973999761045E+0002;19.5;
893;6.6067;6.6060;14.318;0.1048;0.0763;0.0718;1.4467; 3.81445000274107E+0002;19.5;
894;6.6154;6.6147;14.319;0.1010;0.0724;0.0726;1.4467; 3.81947999959812E+0002;19.5;
895;6.6241;6.6234;14.385;0.0986;0.0710;0.0727;1.4467; 3.82466999860480E+0002;19.5;
896;6.6350;6.6343;14.485;0.0942;0.0709;0.0724;1.4467; 3.82952999789268E+0002;19.4;
897;6.6415;6.6408;14.635;0.0886;0.0710;0.0736;1.4467; 3.83453999762423E+0002;19.0;
898;6.6481;6.6473;14.729;0.0866;0.0716;0.0736;1.4467; 3.83677000086755E+0002;19.3;
899;6.6546;6.6539;14.904;0.0846;0.0724;0.0736;1.4467; 3.83929000329226E+0002;19.8;
900;6.6633;6.6626;15.108;0.0828;0.0741;0.0734;1.4467; 3.84433999727480E+0002;19.5;
901;6.6720;6.6713;15.509;0.0798;0.0756;0.0723;1.4467; 3.84932999988087E+0002;19.3;
902;6.6786;6.6778;15.693;0.0778;0.0762;0.0723;1.4860; 3.85199000104330E+0002;19.8;
903;6.6895;6.6887;15.834;0.0758;0.0765;0.0725;1.4860; 3.85683000320569E+0002;19.7;
904;6.6960;6.6953;16.001;0.0720;0.0764;0.0728;1.4860; 3.86183000123128E+0002;19.3;
905;6.7025;6.7018;16.059;0.0710;0.0761;0.0728;1.4860; 3.86434999736957E+0002;19.6;
906;6.7134;6.7127;16.100;0.0709;0.0762;0.0714;1.4860; 3.86954999808222E+0002;19.8;
907;6.7222;6.7214;16.296;0.0710;0.0780;0.0709;1.4860; 3.87440999737009E+0002;19.5;
908;6.7331;6.7323;16.605;0.0721;0.0799;0.0738;1.4467; 3.87941000168212E+0002;19.5;
909;6.7418;6.7410;16.563;0.0738;0.0817;0.0745;1.4860; 3.88443000311963E+0002;19.5;
910;6.7505;6.7497;16.908;0.0755;0.0855;0.0749;1.4860; 3.88930999953300E+0002;19.5;
911;6.7614;6.7606;17.098;0.0765;0.0883;0.0749;1.4860; 3.89430999755859E+0002;19.5;
912;6.7723;6.7715;17.399;0.0766;0.0914;0.0738;1.4467; 3.89931000187062E+0002;19.5;
913;6.7810;6.7802;17.581;0.0761;0.0943;0.0741;1.4860; 3.90430999989621E+0002;19.5;
914;6.7897;6.7889;17.567;0.0762;0.0973;0.0746;1.4860; 3.90930999792181E+0002;19.5;
915;6.7962;6.7954;17.567;0.0762;0.0994;0.0744;1.4860; 3.91181000322104E+0002;19.7;
916;6.8028;6.8020;17.499;0.0782;0.1014;0.0742;1.4860; 3.91684000007808E+0002;19.3;
917;6.8093;6.8085;17.397;0.0794;0.1031;0.0742;1.4860; 3.91933999909088E+0002;19.3;
918;6.8202;6.8194;17.281;0.0809;0.1035;0.0743;1.4860; 3.92436000052840E+0002;19.5;
919;6.8267;6.8259;16.984;0.0842;0.1049;0.0738;1.4860; 3.92935999855399E+0002;19.3;
920;6.8333;6.8325;16.805;0.0864;0.1039;0.0737;1.4860; 3.93189999810420E+0002;19.4;
921;6.8398;6.8390;16.654;0.0880;0.1040;0.0737;1.4860; 3.93440999882296E+0002;19.8;
922;6.8485;6.8477;16.496;0.0899;0.1035;0.0736;1.4860; 3.93941000313498E+0002;19.5;
923;6.8572;6.8564;16.165;0.0933;0.1013;0.0733;1.4860; 3.94431000296026E+0002;19.3;
924;6.8638;6.8630;16.031;0.0951;0.0997;0.0740;1.4860; 3.94681000197306E+0002;19.6;
925;6.8725;6.8717;15.679;0.0983;0.0971;0.0738;1.4860; 3.95179999829270E+0002;19.6;
926;6.8834;6.8826;15.118;0.1016;0.0938;0.0749;1.5854; 3.95680000260472E+0002;19.5;
927;6.8899;6.8891;14.880;0.1032;0.0904;0.0750;1.5854; 3.96180000063032E+0002;19.1;
928;6.8986;6.8978;14.880;0.1032;0.0869;0.0750;1.5854; 3.96446999721229E+0002;19.7;
929;6.9073;6.9065;15.149;0.1050;0.0863;0.0760;1.5854; 3.96965000079945E+0002;19.4;
930;6.9139;6.9130;15.254;0.1038;0.0848;0.0762;1.5854; 3.97434999793768E+0002;19.1;
931;6.9226;6.9218;15.247;0.1041;0.0834;0.0761;1.5854; 3.97685000323690E+0002;19.6;
932;6.9313;6.9305;15.311;0.1032;0.0813;0.0764;1.5854; 3.98188000009395E+0002;19.3;
933;6.9400;6.9392;15.424;0.1004;0.0808;0.0755;1.5854; 3.98687999811955E+0002;19.3;
934;6.9466;6.9457;15.515;0.0993;0.0811;0.0755;1.5854; 3.98952999757603E+0002;19.6;
935;6.9553;6.9544;15.568;0.0960;0.0823;0.0754;1.5854; 3.99436999973841E+0002;19.4;
936;6.9618;6.9610;15.336;0.0946;0.0840;0.0758;1.5854; 3.99686999875121E+0002;19.4;
937;6.9705;6.9697;15.591;0.0902;0.0862;0.0762;1.5854; 4.00187000306323E+0002;19.4;
938;6.9792;6.9784;15.650;0.0867;0.0888;0.0758;1.5854; 4.00689999992028E+0002;19.4;
939;6.9858;6.9849;15.650;0.0867;0.0895;0.0754;1.5854; 4.00941000063904E+0002;19.4;
940;6.9945;6.9936;15.463;0.0847;0.0899;0.0751;1.5854; 4.01443000207655E+0002;19.6;
941;7.0032;7.0023;15.316;0.0833;0.0897;0.0750;1.5854; 4.01927999965847E+0002;19.4;
942;7.0097;7.0089;15.241;0.0814;0.0899;0.0760;1.5854; 4.02180000208318E+0002;19.4;
943;7.0185;7.0176;15.225;0.0808;0.0901;0.0769;1.5854; 4.02681000181474E+0002;19.7;
944;7.0293;7.0285;14.898;0.0812;0.0914;0.0767;1.5854; 4.03180999984033E+0002;19.6;
945;7.0359;7.0350;14.705;0.0824;0.0927;0.0767;1.5854; 4.03681999957189E+0002;19.1;
946;7.0424;7.0415;14.454;0.0842;0.0936;0.0764;1.5854; 4.03934000199661E+0002;19.4;
947;7.0490;7.0481;14.276;0.0856;0.0939;0.0765;1.5854; 4.04184000100940E+0002;19.7;
948;7.0577;7.0568;13.865;0.0887;0.0931;0.0771;1.5854; 4.04705999884754E+0002;19.3;
949;7.0664;7.0655;13.810;0.0896;0.0924;0.0777;1.5854; 4.05191999813542E+0002;19.4;
950;7.0729;7.0720;13.709;0.0900;0.0909;0.0775;1.5854; 4.05441000172868E+0002;19.4;
951;7.0795;7.0786;13.601;0.0896;0.0884;0.0777;1.5854; 4.05707000289112E+0002;19.9;
952;7.0903;7.0895;13.326;0.0900;0.0853;0.0767;1.5854; 4.06443000119179E+0002;19.2;
953;7.0969;7.0960;13.135;0.0901;0.0839;0.0766;1.5854; 4.06679000146687E+0002;19.5;
954;7.1034;7.1025;12.971;0.0899;0.0838;0.0764;1.5854; 4.06927999877371E+0002;20.0;
955;7.1121;7.1112;12.652;0.0921;0.0849;0.0768;1.5854; 4.07430000021122E+0002;19.4;
956;7.1208;7.1199;12.507;0.0934;0.0862;0.0765;1.5854; 4.07930999994278E+0002;19.4;
957;7.1274;7.1265;12.445;0.0941;0.0867;0.0768;1.5854; 4.08180999895558E+0002;19.7;
958;7.1361;7.1352;12.355;0.0931;0.0858;0.0766;1.5854; 4.08681000326760E+0002;19.5;
959;7.1426;7.1417;12.355;0.0931;0.0834;0.0766;1.5854; 4.08931000228040E+0002;19.7;
960;7.1514;7.1504;12.043;0.0915;0.0827;0.0767;1.5854; 4.09431000030600E+0002;19.4;
961;7.1622;7.1613;11.877;0.0874;0.0777;0.0770;1.5854; 4.09930000291206E+0002;19.7;
962;7.1710;7.1700;11.783;0.0852;0.0751;0.0773;1.5854; 4.10430000093766E+0002;19.7;
963;7.1797;7.1787;11.610;0.0834;0.0737;0.0778;1.6294; 4.10929999896325E+0002;19.4;
964;7.1884;7.1875;11.538;0.0844;0.0734;0.0787;1.6294; 4.11432000040077E+0002;19.4;
965;7.1993;7.1983;11.546;0.0860;0.0735;0.0792;1.6294; 4.11933000013232E+0002;19.6;
966;7.2058;7.2049;11.653;0.0868;0.0740;0.0783;1.6294; 4.12185000255704E+0002;19.6;
967;7.2145;7.2136;12.069;0.0863;0.0757;0.0789;1.6294; 4.12686000228859E+0002;19.6;
968;7.2232;7.2223;12.763;0.0832;0.0787;0.0792;1.6294; 4.13188999914564E+0002;19.4;
969;7.2341;7.2332;13.460;0.0826;0.0798;0.0783;1.6294; 4.13704999932088E+0002;19.8;
970;7.2429;7.2419;15.013;0.0774;0.0799;0.0730;1.6294; 4.14192000031471E+0002;19.5;
971;7.2516;7.2506;15.663;0.0749;0.0803;0.0698;1.6294; 4.14693000004627E+0002;19.3;
972;7.2581;7.2571;16.197;0.0739;0.0799;0.0686;1.6294; 4.14942999905907E+0002;19.6;
973;7.2646;7.2637;16.543;0.0732;0.0806;0.0752;1.6294; 4.15202000085264E+0002;19.8;
974;7.2734;7.2724;17.061;0.0738;0.0817;0.0776;1.6294; 4.15703000058420E+0002;19.5;
975;7.2821;7.2811;17.138;0.0734;0.0821;0.0709;1.6294; 4.16187999816611E+0002;19.3;
976;7.2886;7.2876;17.109;0.0744;0.0846;0.0784;1.7273; 4.16470000147820E+0002;19.8;
977;7.2973;7.2963;17.396;0.0763;0.0868;0.0868;1.6294; 4.16927000158466E+0002;19.6;
978;7.3060;7.3051;18.128;0.0799;0.0876;0.0833;1.6294; 4.17443000175990E+0002;19.3;
979;7.3169;7.3159;18.369;0.0797;0.0896;0.0807;1.7273; 4.17944000149146E+0002;19.5;
980;7.3235;7.3225;18.771;0.0799;0.0885;0.0800;1.7273; 4.18210999807343E+0002;19.7;
981;7.3322;7.3312;19.210;0.0803;0.0882;0.0797;1.6294; 4.18700000247918E+0002;19.5;
