Job ;204619;Arklow Bank
CPT name;WTG_CPT039
Start Date & Time ;2023-07-08 08:21:15
End   Date & Time ;2023-07-08 09:26:19
Wather Depth ;27.24
Clients ref. :;SSE
Position:;299083.93;5847915.46;
Dist. Tip to Sleeve center;0.08
;Length;Depth;qc;fs;fs(d. cor.);u;Incl.;Time;Speed;
Scan;m;m;MPa;Mpa;MPa;MPa;deg.;sec.;mm/sec.;
1;-0.6678;-0.6678;0.004;-0.0005;-0.0002;-0.0002;3.3898; 0.00000000000000E+0000;;
2;-0.6635;-0.6635;0.001;-0.0001;-0.0002;0.0001;2.4052; 1.30640001269057E+0001;0.3;
3;-0.6526;-0.6526;0.004;-0.0005;-0.0006;0.0001;2.7549; 1.35739997494966E+0001;1.1;
4;-0.6439;-0.6439;0.004;-0.0007;-0.0007;0.0002;2.9928; 1.40749997226521E+0001;1.7;
5;-0.6373;-0.6374;0.007;-0.0007;-0.0006;0.0002;2.8627; 1.43039998132735E+0001;2.1;
6;-0.6308;-0.6308;0.004;-0.0004;-0.0005;0.0004;2.4152; 1.48140000645071E+0001;2.5;
7;-0.6242;-0.6243;0.002;-0.0008;-0.0005;0.0006;1.7748; 1.50570000289008E+0001;2.9;
8;-0.6155;-0.6156;0.000;-0.0003;-0.0004;0.0006;1.6951; 1.55550001189113E+0001;3.4;
9;-0.6090;-0.6090;0.003;-0.0005;-0.0003;0.0006;0.5474; 1.58060001907870E+0001;3.7;
10;-0.6025;-0.6025;0.003;-0.0002;-0.0007;0.0007;0.7027; 1.60560000920668E+0001;4.1;
11;-0.5937;-0.5938;0.001;-0.0003;-0.0008;0.0008;1.0342; 1.65580002358183E+0001;4.5;
12;-0.5850;-0.5851;-0.002;-0.0001;-0.0005;0.0008;0.3527; 1.70599997509271E+0001;4.8;
13;-0.5785;-0.5785;0.003;-0.0005;-0.0009;0.0008;0.4671; 1.73090001102537E+0001;5.2;
14;-0.5676;-0.5677;0.001;-0.0008;-0.0004;0.0007;0.4772; 1.78100000834092E+0001;5.6;
15;-0.5611;-0.5611;0.005;-0.0007;-0.0002;0.0007;0.4671; 1.83099998859689E+0001;5.8;
16;-0.5545;-0.5546;0.004;-0.0005;-0.0002;0.0007;0.4671; 1.85599997872487E+0001;6.1;
17;-0.5480;-0.5480;0.004;-0.0005;-0.0001;0.0007;0.4671; 1.88100003171712E+0001;6.4;
18;-0.5371;-0.5372;0.004;-0.0004;-0.0002;0.0007;0.4671; 1.93039997247979E+0001;6.8;
19;-0.5284;-0.5284;0.004;-0.0003;-0.0006;0.0008;0.4772; 1.98450002353638E+0001;7.0;
20;-0.5197;-0.5197;0.003;-0.0009;-0.0006;0.0010;0.3527; 2.03460002085194E+0001;7.3;
21;-0.5131;-0.5132;0.003;-0.0008;-0.0005;0.0012;0.3527; 2.05960001097992E+0001;7.5;
22;-0.5044;-0.5045;0.002;-0.0005;-0.0004;0.0016;0.3704; 2.10820000385866E+0001;7.7;
23;-0.4979;-0.4979;0.007;-0.0010;-0.0003;0.0016;0.3704; 2.13469999842346E+0001;8.0;
24;-0.4914;-0.4914;0.005;-0.0007;-0.0004;0.0018;0.3704; 2.15990002267063E+0001;8.2;
25;-0.4848;-0.4849;0.003;-0.0001;-0.0001;0.0022;0.3527; 2.20600002910942E+0001;8.3;
26;-0.4739;-0.4740;0.000;-0.0002;-0.0002;0.0024;0.3704; 2.25600000936538E+0001;20.0;
27;-0.4652;-0.4653;0.003;-0.0001;-0.0003;0.0025;0.6936; 2.30519997887313E+0001;19.8;
28;-0.4587;-0.4587;0.003;-0.0001;-0.0004;0.0025;0.5815; 2.33029998606071E+0001;20.1;
29;-0.4500;-0.4500;0.003;-0.0006;-0.0007;0.0024;0.5924; 2.38310000393540E+0001;19.7;
30;-0.4412;-0.4413;0.005;-0.0006;-0.0002;0.0023;1.0342; 2.43150002555922E+0001;19.9;
31;-0.4347;-0.4348;0.004;-0.0004;-0.0006;0.0021;0.9475; 2.45589997619390E+0001;19.9;
32;-0.4282;-0.4282;0.002;-0.0007;-0.0005;0.0019;1.1041; 2.48090002918616E+0001;20.2;
33;-0.4216;-0.4217;0.001;-0.0001;-0.0002;0.0018;1.1041; 2.50670003006235E+0001;20.2;
34;-0.4129;-0.4130;0.003;-0.0005;-0.0007;0.0016;1.0233; 2.55530002294108E+0001;20.0;
35;-0.4064;-0.4064;0.001;0.0000;-0.0006;0.0015;1.1043; 2.58360001025721E+0001;20.2;
36;-0.3998;-0.3999;0.003;-0.0002;-0.0004;0.0014;1.1041; 2.63050002744421E+0001;20.0;
37;-0.3890;-0.3890;-0.001;-0.0002;-0.0002;0.0015;0.7668; 2.68240001751110E+0001;19.9;
38;-0.3781;-0.3781;0.005;-0.0004;-0.0003;0.0018;0.7668; 2.73119998164475E+0001;19.9;
39;-0.3715;-0.3716;0.008;-0.0008;-0.0005;0.0023;0.8717; 2.78300001751631E+0001;19.9;
40;-0.3628;-0.3629;0.003;0.0000;-0.0005;0.0026;0.7668; 2.80639998614788E+0001;20.2;
41;-0.3563;-0.3563;0.004;-0.0006;-0.0005;0.0026;0.8717; 2.83299999777228E+0001;20.1;
42;-0.3476;-0.3476;0.006;-0.0005;-0.0007;0.0032;0.8717; 2.88170000771061E+0001;19.9;
43;-0.3388;-0.3389;0.007;-0.0001;-0.0009;0.0039;0.6672; 2.93169998796657E+0001;20.0;
44;-0.3323;-0.3324;0.005;-0.0007;-0.0008;0.0041;0.6218; 2.95669997809455E+0001;20.3;
45;-0.3214;-0.3215;0.005;-0.0005;-0.0006;0.0043;0.5164; 3.00560002215207E+0001;20.3;
46;-0.3127;-0.3128;0.008;-0.0003;-0.0005;0.0045;0.5164; 3.05570001946762E+0001;20.2;
47;-0.3018;-0.3019;0.006;-0.0002;-0.0009;0.0047;0.5164; 3.10569999972358E+0001;20.2;
48;-0.2931;-0.2932;0.005;-0.0005;-0.0007;0.0045;0.6672; 3.15600003115833E+0001;19.9;
49;-0.2866;-0.2866;0.006;-0.0005;-0.0004;0.0044;0.4806; 3.18280001403764E+0001;20.3;
50;-0.2800;-0.2801;0.007;-0.0005;-0.0002;0.0042;0.5164; 3.20790002122521E+0001;20.4;
51;-0.2713;-0.2714;0.006;-0.0006;-0.0008;0.0038;0.5924; 3.25650001410395E+0001;20.4;
52;-0.2626;-0.2627;0.006;-0.0009;-0.0008;0.0037;0.6936; 3.30660001141950E+0001;20.1;
53;-0.2561;-0.2561;0.009;-0.0010;-0.0007;0.0035;0.7604; 3.33160000154749E+0001;20.4;
54;-0.2473;-0.2474;0.006;-0.0006;0.0000;0.0036;0.7165; 3.38309998624027E+0001;20.4;
55;-0.2408;-0.2409;0.004;-0.0006;-0.0003;0.0036;0.6598; 3.40530000161380E+0001;20.4;
56;-0.2321;-0.2322;0.002;-0.0005;-0.0006;0.0036;0.6598; 3.45539999892935E+0001;20.1;
57;-0.2256;-0.2256;0.005;-0.0008;-0.0006;0.0038;0.6598; 3.48039998905733E+0001;20.1;
58;-0.2168;-0.2169;0.008;-0.0009;0.0001;0.0040;0.4079; 3.53060000343248E+0001;20.1;
59;-0.2059;-0.2060;0.002;-0.0003;0.0000;0.0044;0.4079; 3.58220000518486E+0001;20.1;
60;-0.1972;-0.1973;0.005;-0.0002;-0.0004;0.0048;0.7277; 3.63369998987764E+0001;20.2;
61;-0.1907;-0.1908;0.006;-0.0008;-0.0004;0.0048;0.5924; 3.65630001062527E+0001;20.4;
62;-0.1798;-0.1799;0.009;-0.0008;-0.0004;0.0051;0.8139; 3.70640000794083E+0001;20.3;
63;-0.1733;-0.1733;0.006;-0.0007;-0.0004;0.0053;0.8080; 3.73450002400205E+0001;20.8;
64;-0.1667;-0.1668;0.005;0.0001;-0.0002;0.0054;0.8080; 3.78029997926205E+0001;20.1;
65;-0.1602;-0.1603;0.002;-0.0003;-0.0001;0.0054;0.8080; 3.80539998644963E+0001;20.2;
66;-0.1515;-0.1516;0.003;-0.0006;-0.0005;0.0052;0.8139; 3.85560000082478E+0001;20.1;
67;-0.1449;-0.1450;0.009;-0.0005;-0.0004;0.0051;0.7232; 3.88209999538958E+0001;20.4;
68;-0.1362;-0.1363;0.005;0.0002;-0.0004;0.0051;0.5924; 3.93050001701340E+0001;20.1;
69;-0.1297;-0.1298;0.005;0.0002;-0.0005;0.0051;0.4806; 3.95579999545589E+0001;20.2;
70;-0.1188;-0.1189;0.002;-0.0004;-0.0006;0.0050;0.4772; 4.00589999277145E+0001;20.4;
71;-0.1123;-0.1124;0.003;-0.0003;-0.0007;0.0050;0.4772; 4.05639999546111E+0001;19.9;
72;-0.1057;-0.1058;0.002;-0.0004;-0.0008;0.0050;0.4772; 4.08469998277724E+0001;20.2;
73;-0.0992;-0.0993;0.007;-0.0004;-0.0007;0.0052;0.4772; 4.10670002689585E+0001;20.3;
74;-0.0905;-0.0906;0.008;-0.0004;-0.0006;0.0054;0.7232; 4.15670000715181E+0001;20.0;
75;-0.0818;-0.0819;0.003;0.0001;-0.0009;0.0056;0.6165; 4.20549997128546E+0001;20.0;
76;-0.0752;-0.0753;0.005;-0.0005;-0.0006;0.0056;0.6598; 4.23069999553263E+0001;20.3;
77;-0.0643;-0.0644;0.003;-0.0004;0.0001;0.0058;1.4857; 4.28530000615865E+0001;20.1;
78;-0.0556;-0.0557;0.004;-0.0004;-0.0013;0.0060;1.4275; 4.33070001890883E+0001;20.2;
79;-0.0491;-0.0492;0.009;-0.0005;0.0000;0.0061;1.4275; 4.35730003053322E+0001;20.1;
80;-0.0425;-0.0426;0.003;-0.0006;0.0002;0.0062;1.1624; 4.40749998204410E+0001;19.9;
81;-0.0360;-0.0361;0.003;-0.0006;0.0004;0.0062;1.0616; 4.43610002053902E+0001;19.8;
82;-0.0251;-0.0252;0.009;-0.0008;0.0018;0.0062;1.0827; 4.48489998467267E+0001;20.1;
83;-0.0164;-0.0165;0.008;-0.0006;0.0086;0.0061;0.6672; 4.53209999017417E+0001;20.0;
84;-0.0099;-0.0100;0.007;-0.0006;0.0090;0.0063;0.9509; 4.55700002610683E+0001;20.3;
85;0.0010;0.0009;0.018;-0.0009;0.0048;0.0064;0.7146; 4.61019998649135E+0001;20.1;
86;0.0097;0.0096;0.689;-0.0001;0.0052;0.0068;0.4810; 4.65729997493327E+0001;19.9;
87;0.0163;0.0162;0.692;0.0001;0.0055;0.0068;0.5702; 4.68070000642911E+0001;20.0;
88;0.0250;0.0249;6.968;-0.0015;0.0044;0.0080;0.4806; 4.73069998668507E+0001;20.2;
89;0.0315;0.0314;16.453;0.0002;0.0024;0.0078;0.4772; 4.78100001811981E+0001;19.6;
90;0.0381;0.0380;16.453;0.0002;0.0008;0.0078;0.3660; 4.80600000824779E+0001;19.9;
91;0.0446;0.0445;20.942;0.0005;0.0005;0.0073;0.4671; 4.83099999837577E+0001;20.0;
92;0.0511;0.0510;21.146;-0.0005;0.0004;0.0071;0.5897; 4.85599998850375E+0001;20.2;
93;0.0598;0.0597;19.481;0.0049;-0.0001;0.0076;0.4772; 4.90639997413382E+0001;19.9;
94;0.0664;0.0663;12.874;0.0113;0.0005;0.0076;0.4772; 4.93159999838099E+0001;20.0;
95;0.0751;0.0750;8.659;0.0060;-0.0004;0.0058;0.4772; 4.98320000013337E+0001;20.2;
96;0.0816;0.0815;6.849;0.0046;-0.0015;0.0059;0.4671; 5.00680000288412E+0001;20.3;
97;0.0882;0.0881;4.927;0.0051;-0.0015;0.0065;0.4671; 5.05550001282245E+0001;19.7;
98;0.1012;0.1011;3.975;0.0056;-0.0006;0.0072;0.6165; 5.10539997601882E+0001;20.2;
99;0.1100;0.1099;3.681;0.0028;-0.0008;0.0070;0.5100; 5.15540001913905E+0001;20.2;
100;0.1187;0.1186;2.331;0.0006;-0.0008;0.0068;0.4772; 5.20580000476912E+0001;19.9;
101;0.1296;0.1295;2.002;0.0004;-0.0007;0.0073;0.4772; 5.25570003082976E+0001;20.0;
102;0.1405;0.1404;1.565;-0.0001;-0.0007;0.0076;0.5100; 5.30589998234063E+0001;20.1;
103;0.1470;0.1469;0.627;0.0006;-0.0007;0.0092;0.3527; 5.35599997965619E+0001;19.6;
104;0.1535;0.1534;0.026;-0.0001;-0.0005;0.0096;0.2383; 5.38100003264844E+0001;20.1;
105;0.1601;0.1600;0.007;-0.0015;-0.0006;0.0099;0.3704; 5.40600002277642E+0001;20.2;
106;0.1710;0.1709;0.002;-0.0015;-0.0004;0.0106;0.2395; 5.45640000840649E+0001;20.2;
107;0.1775;0.1774;0.016;-0.0007;-0.0005;0.0108;0.2395; 5.50629997160286E+0001;19.9;
108;0.1840;0.1839;0.013;-0.0006;-0.0005;0.0112;0.1580; 5.53160001290962E+0001;19.9;
109;0.1906;0.1905;0.016;-0.0008;-0.0001;0.0118;0.2576; 5.55660000303760E+0001;20.0;
110;0.2015;0.2014;0.082;-0.0008;0.0003;0.0108;0.2576; 5.60540003003553E+0001;20.2;
111;0.2080;0.2079;0.241;-0.0007;0.0004;0.0098;0.2576; 5.65540001029149E+0001;19.7;
112;0.2145;0.2144;0.330;-0.0006;0.0002;0.0094;0.2576; 5.68069998873398E+0001;20.0;
113;0.2254;0.2253;0.478;-0.0008;0.0002;0.0095;0.4806; 5.73259997880086E+0001;20.4;
114;0.2363;0.2362;0.587;-0.0004;0.0002;0.0090;0.4671; 5.78150002285838E+0001;20.3;
115;0.2450;0.2449;0.752;-0.0008;0.0002;0.0086;0.4671; 5.83300000755116E+0001;20.0;
116;0.2537;0.2536;0.852;-0.0002;0.0002;0.0086;0.4671; 5.88020001305267E+0001;19.8;
117;0.2603;0.2602;0.886;-0.0007;0.0005;0.0085;0.4671; 5.90830002911389E+0001;20.0;
118;0.2668;0.2667;0.911;-0.0003;0.0007;0.0085;0.4671; 5.93800000380725E+0001;19.9;
119;0.2755;0.2754;0.938;0.0001;0.0009;0.0087;0.4671; 5.98190001212060E+0001;20.1;
120;0.2864;0.2863;0.956;0.0004;0.0012;0.0088;0.4671; 6.03380000218749E+0001;19.9;
121;0.2951;0.2950;0.984;0.0002;0.0010;0.0093;0.4671; 6.08540000393987E+0001;20.1;
122;0.3060;0.3059;1.038;0.0002;0.0005;0.0099;0.5100; 6.13410001387820E+0001;19.9;
123;0.3126;0.3125;0.746;-0.0001;-0.0001;0.0103;0.5100; 6.16070002550259E+0001;20.2;
124;0.3191;0.3190;0.856;0.0005;-0.0013;0.0105;0.5100; 6.20790003100410E+0001;20.0;
125;0.3300;0.3299;0.988;-0.0001;-0.0018;0.0110;0.4772; 6.25959998695180E+0001;20.0;
126;0.3365;0.3364;1.015;0.0003;-0.0020;0.0111;0.5100; 6.28469999413937E+0001;20.0;
127;0.3453;0.3451;1.079;0.0007;-0.0011;0.0112;0.4772; 6.33320003282279E+0001;20.3;
128;0.3540;0.3539;1.115;0.0008;-0.0007;0.0112;0.5815; 6.38320001307875E+0001;20.0;
129;0.3605;0.3604;1.153;0.0013;-0.0006;0.0109;0.4671; 6.40999999595806E+0001;20.0;
130;0.3714;0.3713;1.177;0.0011;-0.0002;0.0111;0.4671; 6.45840001758188E+0001;20.0;
131;0.3801;0.3800;1.193;0.0008;-0.0002;0.0109;0.4671; 6.50689999340102E+0001;20.2;
132;0.3910;0.3909;0.715;0.0002;0.0001;0.0121;0.4671; 6.55720002483577E+0001;20.2;
133;0.3997;0.3996;0.042;-0.0015;0.0007;0.0143;0.4671; 6.60720000509173E+0001;19.9;
134;0.4063;0.4061;0.042;-0.0015;0.0010;0.0144;0.4671; 6.63399998797104E+0001;19.9;
135;0.4150;0.4149;0.305;-0.0022;0.0014;0.0119;0.4671; 6.68280001496896E+0001;20.1;
136;0.4215;0.4214;0.498;-0.0015;0.0015;0.0119;0.4772; 6.70780000509694E+0001;20.2;
137;0.4302;0.4301;0.761;-0.0007;0.0018;0.0113;0.4772; 6.75790000241250E+0001;20.0;
138;0.4389;0.4388;0.843;-0.0007;0.0021;0.0114;0.4772; 6.80829998804256E+0001;19.7;
139;0.4455;0.4454;0.917;-0.0003;0.0016;0.0115;0.5100; 6.83500001672655E+0001;20.0;
140;0.4564;0.4562;1.046;-0.0001;0.0009;0.0117;0.4772; 6.88379998086020E+0001;20.2;
141;0.4651;0.4650;1.100;-0.0004;0.0020;0.0117;0.4772; 6.93249999079853E+0001;20.0;
142;0.4716;0.4715;1.150;0.0002;0.0025;0.0117;0.4772; 6.95800000336021E+0001;20.1;
143;0.4803;0.4802;1.231;0.0007;0.0028;0.0117;0.4772; 7.00970002217218E+0001;19.9;
144;0.4890;0.4889;1.281;0.0012;0.0031;0.0117;0.4772; 7.05680001061410E+0001;19.8;
145;0.4956;0.4955;1.326;0.0014;0.0037;0.0117;0.4671; 7.08509999793023E+0001;20.0;
146;0.5065;0.5064;1.377;0.0016;0.0046;0.0118;0.4671; 7.13669999968261E+0001;20.0;
147;0.5152;0.5151;1.447;0.0021;0.0048;0.0119;0.5924; 7.18430001055822E+0001;19.8;
148;0.5217;0.5216;1.447;0.0021;0.0051;0.0119;0.5924; 7.20970000606030E+0001;20.2;
149;0.5304;0.5303;0.805;0.0010;0.0052;0.0130;0.5924; 7.25990002043545E+0001;20.0;
150;0.5370;0.5369;0.933;0.0009;0.0048;0.0125;0.5924; 7.28640001500025E+0001;20.0;
151;0.5435;0.5434;1.107;0.0018;0.0034;0.0124;0.5924; 7.33479997375980E+0001;19.8;
152;0.5500;0.5499;1.299;0.0025;0.0032;0.0126;0.5815; 7.35849999357015E+0001;20.1;
153;0.5566;0.5565;1.299;0.0025;0.0039;0.0127;0.5815; 7.38360000075772E+0001;20.1;
154;0.5653;0.5652;1.440;0.0032;0.0044;0.0127;0.5815; 7.43359998101369E+0001;19.9;
155;0.5718;0.5717;1.512;0.0030;0.0047;0.0128;0.5815; 7.45899997651577E+0001;20.1;
156;0.5784;0.5782;1.591;0.0041;0.0050;0.0130;0.5815; 7.51099998364225E+0001;19.6;
157;0.5849;0.5848;1.680;0.0046;0.0054;0.0130;0.4671; 7.53470000345260E+0001;20.0;
158;0.5914;0.5913;1.795;0.0045;0.0062;0.0130;0.4671; 7.56130001507699E+0001;20.0;
159;0.5980;0.5979;1.907;0.0050;0.0063;0.0130;0.4671; 7.60969997383654E+0001;19.7;
160;0.6045;0.6044;2.012;0.0051;0.0060;0.0130;0.4671; 7.63500001514331E+0001;19.7;
161;0.6154;0.6153;2.089;0.0053;0.0071;0.0125;0.4671; 7.68649999983609E+0001;19.9;
162;0.6219;0.6218;1.538;0.0034;0.0061;0.0139;0.4671; 7.70840002689511E+0001;20.3;
163;0.6307;0.6305;1.590;0.0032;0.0059;0.0136;0.4772; 7.75859997840598E+0001;20.0;
164;0.6394;0.6392;1.883;0.0042;0.0058;0.0133;0.4671; 7.80879999278113E+0001;19.8;
165;0.6481;0.6480;1.979;0.0044;0.0066;0.0136;0.4671; 7.85919997841120E+0001;19.7;
166;0.6546;0.6545;2.046;0.0048;0.0070;0.0136;0.4671; 7.88440000265837E+0001;19.8;
167;0.6655;0.6654;2.099;0.0054;0.0089;0.0139;0.4772; 7.93469997122884E+0001;20.0;
168;0.6742;0.6741;2.148;0.0065;0.0094;0.0141;0.4772; 7.98470001434907E+0001;20.0;
169;0.6851;0.6850;2.154;0.0060;0.0096;0.0141;0.4671; 8.03640003316104E+0001;19.9;
170;0.6938;0.6937;2.256;0.0074;0.0095;0.0138;0.4671; 8.08340000454336E+0001;19.8;
171;0.7025;0.7024;1.662;0.0060;0.0094;0.0147;0.4671; 8.13510002335534E+0001;19.7;
172;0.7091;0.7090;1.662;0.0060;0.0096;0.0149;0.5815; 8.15879998030141E+0001;19.7;
173;0.7156;0.7155;1.641;0.0055;0.0098;0.0150;0.5815; 8.18569998024032E+0001;20.0;
174;0.7243;0.7242;1.704;0.0060;0.0097;0.0150;0.5815; 8.23420001892373E+0001;19.8;
175;0.7309;0.7307;1.860;0.0070;0.0102;0.0150;0.5815; 8.26080003054813E+0001;20.2;
176;0.7396;0.7395;2.007;0.0070;0.0110;0.0148;0.4671; 8.31090002786368E+0001;19.9;
177;0.7461;0.7460;2.301;0.0091;0.0117;0.0149;0.4671; 8.35680000018328E+0001;19.5;
178;0.7527;0.7525;2.441;0.0094;0.0120;0.0148;0.4772; 8.38190000737086E+0001;19.8;
179;0.7592;0.7591;2.441;0.0094;0.0123;0.0148;0.4772; 8.40850001899526E+0001;19.7;
180;0.7701;0.7700;2.714;0.0098;0.0138;0.0147;0.4772; 8.45740000018850E+0001;20.3;
181;0.7766;0.7765;2.922;0.0094;0.0138;0.0147;0.4772; 8.50739998044446E+0001;19.7;
182;0.7832;0.7830;3.010;0.0094;0.0143;0.0147;0.4772; 8.53249998763204E+0001;19.7;
183;0.7941;0.7939;3.108;0.0098;0.0153;0.0147;0.4772; 8.58280001906678E+0001;20.1;
184;0.8049;0.8048;3.282;0.0097;0.0160;0.0148;0.3660; 8.63290001638234E+0001;20.1;
185;0.8137;0.8135;3.458;0.0104;0.0157;0.0149;0.4772; 8.68480000644922E+0001;19.9;
186;0.8246;0.8244;3.560;0.0116;0.0158;0.0152;0.4772; 8.73200001195073E+0001;19.8;
187;0.8333;0.8331;3.694;0.0120;0.0159;0.0156;0.4772; 8.78189997514710E+0001;19.8;
188;0.8398;0.8397;3.735;0.0124;0.0160;0.0158;0.4772; 8.80699998233467E+0001;20.1;
189;0.8485;0.8484;3.676;0.0138;0.0157;0.0155;0.4772; 8.85709997965023E+0001;20.1;
190;0.8551;0.8549;3.309;0.0137;0.0155;0.0162;0.4772; 8.88219998683780E+0001;20.1;
191;0.8638;0.8636;3.334;0.0144;0.0162;0.0163;0.4772; 8.93220002995804E+0001;19.9;
192;0.8725;0.8724;3.518;0.0152;0.0163;0.0164;0.4772; 8.98389998590574E+0001;19.8;
193;0.8812;0.8811;3.651;0.0160;0.0165;0.0164;0.4772; 9.03259999584407E+0001;19.7;
194;0.8877;0.8876;3.765;0.0160;0.0174;0.0163;0.4772; 9.05780002009124E+0001;19.9;
195;0.8964;0.8963;3.847;0.0156;0.0181;0.0163;0.4772; 9.10780000034720E+0001;19.9;
196;0.9030;0.9029;3.928;0.0158;0.0184;0.0163;0.4772; 9.13300002459437E+0001;19.9;
197;0.9095;0.9094;3.992;0.0157;0.0183;0.0163;0.4772; 9.15800001472235E+0001;19.9;
198;0.9161;0.9159;4.062;0.0161;0.0187;0.0163;0.4772; 9.20829998329282E+0001;19.7;
199;0.9226;0.9225;4.062;0.0160;0.0194;0.0163;0.4772; 9.23329997342080E+0001;19.7;
200;0.9335;0.9334;4.069;0.0154;0.0201;0.0163;0.5100; 9.28349998779595E+0001;19.9;
201;0.9400;0.9399;4.039;0.0158;0.0202;0.0167;0.5100; 9.33200002647936E+0001;19.9;
202;0.9466;0.9464;4.023;0.0164;0.0204;0.0170;0.5100; 9.35700001660734E+0001;19.9;
203;0.9531;0.9530;4.003;0.0163;0.0202;0.0170;0.5100; 9.38350001117215E+0001;19.9;
204;0.9596;0.9595;4.001;0.0163;0.0200;0.0171;0.5100; 9.43220002111048E+0001;19.4;
205;0.9662;0.9660;3.993;0.0172;0.0202;0.0173;0.5100; 9.45720001123846E+0001;20.0;
206;0.9771;0.9769;3.977;0.0182;0.0182;0.0175;0.4772; 9.50719999149442E+0001;19.9;
207;0.9836;0.9835;4.038;0.0184;0.0183;0.0175;0.4772; 9.53540002461523E+0001;19.9;
208;0.9923;0.9922;4.133;0.0182;0.0185;0.0177;0.4772; 9.58239999599755E+0001;19.7;
209;1.0010;1.0009;4.369;0.0192;0.0189;0.0175;0.4772; 9.63239997625351E+0001;19.8;
210;1.0076;1.0074;4.494;0.0202;0.0190;0.0175;0.4772; 9.65910000493750E+0001;19.7;
211;1.0163;1.0161;4.593;0.0201;0.0188;0.0173;0.5100; 9.70920000225306E+0001;19.7;
212;1.0250;1.0249;4.725;0.0204;0.0194;0.0175;0.5100; 9.75769997807220E+0001;19.5;
213;1.0315;1.0314;4.713;0.0203;0.0200;0.0175;0.5100; 9.78270003106445E+0001;19.8;
214;1.0381;1.0379;4.722;0.0199;0.0207;0.0178;0.4772; 9.81100001838058E+0001;19.7;
215;1.0468;1.0466;4.705;0.0202;0.0202;0.0181;0.4772; 9.85989999957383E+0001;19.7;
216;1.0533;1.0532;4.666;0.0182;0.0201;0.0186;0.5100; 9.90689997095615E+0001;19.6;
217;1.0598;1.0597;4.666;0.0182;0.0200;0.0186;0.4079; 9.93260001763701E+0001;19.8;
218;1.0707;1.0706;4.692;0.0184;0.0198;0.0190;0.5100; 9.98640001751482E+0001;19.7;
219;1.0773;1.0771;4.694;0.0187;0.0202;0.0192;0.5100; 1.00082999817096E+0002;20.1;
220;1.0838;1.0837;4.691;0.0190;0.0206;0.0191;0.5100; 1.00348999933340E+0002;20.0;
221;1.0947;1.0946;4.650;0.0188;0.0212;0.0192;0.5100; 1.01072000060230E+0002;19.5;
222;1.1012;1.1011;4.654;0.0190;0.0214;0.0191;0.5100; 1.01323000132106E+0002;20.0;
223;1.1121;1.1120;4.689;0.0200;0.0219;0.0189;0.5100; 1.01840000320226E+0002;19.9;
224;1.1187;1.1185;4.739;0.0208;0.0220;0.0187;0.5100; 1.02345999889076E+0002;19.5;
225;1.1252;1.1251;4.799;0.0202;0.0221;0.0185;0.5100; 1.02598000131547E+0002;20.0;
226;1.1361;1.1360;4.914;0.0201;0.0207;0.0181;0.5100; 1.03081999719143E+0002;19.9;
227;1.1448;1.1447;5.018;0.0198;0.0211;0.0182;0.5616; 1.03568999818526E+0002;19.7;
228;1.1514;1.1512;5.018;0.0198;0.0207;0.0182;0.5100; 1.03865000023507E+0002;20.1;
229;1.1601;1.1599;5.125;0.0204;0.0211;0.0183;0.5616; 1.04334999737330E+0002;19.9;
230;1.1710;1.1708;5.268;0.0211;0.0216;0.0185;0.5616; 1.04835999710485E+0002;19.9;
231;1.1819;1.1817;5.475;0.0215;0.0221;0.0188;0.5616; 1.05339000024833E+0002;19.9;
232;1.1906;1.1904;5.604;0.0219;0.0225;0.0192;0.5616; 1.05871000257321E+0002;19.7;
233;1.1971;1.1970;5.661;0.0220;0.0229;0.0194;0.5616; 1.06074999854900E+0002;20.1;
234;1.2058;1.2057;5.732;0.0222;0.0237;0.0196;0.5616; 1.06593999755569E+0002;19.8;
235;1.2145;1.2144;5.896;0.0207;0.0252;0.0200;0.5100; 1.07079000142403E+0002;19.9;
236;1.2254;1.2253;5.945;0.0212;0.0262;0.0203;0.5616; 1.07580000115559E+0002;20.0;
237;1.2341;1.2340;6.007;0.0205;0.0266;0.0203;0.5100; 1.08081000088714E+0002;19.8;
238;1.2429;1.2427;6.042;0.0214;0.0279;0.0205;0.5616; 1.08583999774419E+0002;19.6;
239;1.2494;1.2492;6.063;0.0216;0.0279;0.0205;0.5616; 1.08819000259973E+0002;19.8;
240;1.2581;1.2580;6.066;0.0219;0.0277;0.0204;0.5616; 1.09352000034414E+0002;19.9;
241;1.2668;1.2667;6.059;0.0222;0.0279;0.0204;0.5616; 1.09832000196911E+0002;19.7;
242;1.2777;1.2776;6.070;0.0230;0.0291;0.0204;0.5616; 1.10319000296295E+0002;19.8;
243;1.2842;1.2841;6.089;0.0235;0.0293;0.0204;0.5616; 1.10569999739528E+0002;19.7;
244;1.2908;1.2906;6.126;0.0245;0.0292;0.0203;0.5616; 1.11070000170730E+0002;19.3;
245;1.2973;1.2972;6.165;0.0257;0.0292;0.0200;0.5616; 1.11351000331342E+0002;19.7;
246;1.3082;1.3081;6.196;0.0264;0.0291;0.0202;0.5616; 1.11840000143275E+0002;19.7;
247;1.3147;1.3146;6.227;0.0266;0.0293;0.0201;0.5616; 1.12326000072062E+0002;19.3;
248;1.3213;1.3211;6.262;0.0278;0.0294;0.0202;0.5616; 1.12577000143938E+0002;19.8;
